22/09/2017;06:00;25,25
22/09/2017;06:30;25,125
22/09/2017;07:00;24,25
22/09/2017;07:30;24
22/09/2017;08:00;24,125
22/09/2017;08:30;24,375
22/09/2017;09:00;24,625
22/09/2017;09:30;24,875
22/09/2017;10:00;25,125
22/09/2017;10:30;25,25
22/09/2017;11:00;25,375
22/09/2017;11:30;25,375
22/09/2017;12:00;25,5
22/09/2017;12:30;25,625
22/09/2017;13:00;25,625
22/09/2017;13:30;25,75
22/09/2017;14:00;26,875
22/09/2017;14:30;27,25
22/09/2017;15:00;27,25
22/09/2017;15:30;27,25
22/09/2017;16:00;27,375
22/09/2017;16:30;27,25
22/09/2017;17:00;27,125
22/09/2017;17:30;27,125
22/09/2017;18:00;27
22/09/2017;18:30;27
22/09/2017;19:00;27
22/09/2017;19:30;27
22/09/2017;20:00;26,875
22/09/2017;20:30;26,875
22/09/2017;21:00;26,875
22/09/2017;21:30;26,75
22/09/2017;22:00;26,625
22/09/2017;22:30;26,5
22/09/2017;23:00;26,5
22/09/2017;23:30;26,5
23/09/2017;00:00;0
23/09/2017;00:30;26,375
23/09/2017;01:00;26,25
23/09/2017;01:30;26,125
23/09/2017;02:00;26,125
23/09/2017;02:30;26
23/09/2017;03:00;25,875
23/09/2017;03:30;25,75
23/09/2017;04:00;25,625
23/09/2017;04:30;25,625
23/09/2017;05:00;25,375
23/09/2017;05:30;25,125
23/09/2017;06:00;25,125
23/09/2017;06:30;25,125
23/09/2017;07:00;24,75
23/09/2017;07:30;24,625
23/09/2017;08:00;22,625
23/09/2017;08:30;20,125
23/09/2017;09:00;37,75
23/09/2017;09:30;38,75
23/09/2017;10:00;38,75
23/09/2017;10:30;39,125
23/09/2017;11:00;39,25
23/09/2017;11:30;39,25
23/09/2017;12:00;39
23/09/2017;12:30;38,875
23/09/2017;13:00;39,125
23/09/2017;13:30;39,375
23/09/2017;14:00;39
23/09/2017;14:30;39
23/09/2017;15:00;39,125
23/09/2017;15:30;39,125
23/09/2017;16:00;39
23/09/2017;16:30;39,125
23/09/2017;17:00;39,375
23/09/2017;17:30;39,375
23/09/2017;18:00;39,125
23/09/2017;18:30;39,375
23/09/2017;19:00;39,25
23/09/2017;19:30;39,375
23/09/2017;20:00;39,25
23/09/2017;20:30;39,625
23/09/2017;21:00;39,5
23/09/2017;21:30;39,5
23/09/2017;22:00;39,375
23/09/2017;22:30;39,625
23/09/2017;23:00;39,5
23/09/2017;23:30;39,5
24/09/2017;00:00;0
24/09/2017;00:30;38,875
24/09/2017;01:00;39
24/09/2017;01:30;39,125
24/09/2017;02:00;39
24/09/2017;02:30;39,25
24/09/2017;03:00;39
24/09/2017;03:30;38,875
24/09/2017;04:00;39,375
24/09/2017;04:30;39,125
24/09/2017;05:00;38,875
24/09/2017;05:30;39,125
24/09/2017;06:00;39
24/09/2017;06:30;38,5
24/09/2017;07:00;38,875
24/09/2017;07:30;38,875
24/09/2017;08:00;38,875
24/09/2017;08:30;38,875
24/09/2017;09:00;39,125
24/09/2017;09:30;39
24/09/2017;10:00;38,75
24/09/2017;10:30;39
24/09/2017;11:00;39,125
24/09/2017;11:30;39,125
24/09/2017;12:00;39
24/09/2017;12:30;39,125
24/09/2017;13:00;39,375
24/09/2017;13:30;39,125
24/09/2017;14:00;39
24/09/2017;14:30;39
24/09/2017;15:00;39,125
24/09/2017;15:30;39,25
24/09/2017;16:00;39,25
24/09/2017;16:30;39,125
24/09/2017;17:00;39,125
24/09/2017;17:30;39,125
24/09/2017;18:00;39,25
24/09/2017;18:30;39,375
24/09/2017;19:00;39,5
24/09/2017;19:30;39,25
24/09/2017;20:00;39
24/09/2017;20:30;39,25
24/09/2017;21:00;39,625
24/09/2017;21:30;39,625
24/09/2017;22:00;39,5
24/09/2017;22:30;39,5
24/09/2017;23:00;39,5
24/09/2017;23:30;39,375
25/09/2017;00:00;0
25/09/2017;00:30;38,5
25/09/2017;01:00;39,625
25/09/2017;01:30;39,5
25/09/2017;02:00;39,375
25/09/2017;02:30;39,125
25/09/2017;03:00;37,875
25/09/2017;03:30;35,5
25/09/2017;04:00;32,5
25/09/2017;04:30;34
25/09/2017;05:00;38,25
25/09/2017;05:30;38,875
25/09/2017;06:00;36,625
25/09/2017;06:30;37,375
25/09/2017;07:00;38,75
25/09/2017;07:30;38,875
25/09/2017;08:00;38,75
25/09/2017;08:30;36,375
25/09/2017;09:00;38,75
25/09/2017;09:30;38,875
25/09/2017;10:00;38,625
25/09/2017;10:30;38,75
25/09/2017;11:00;38,875
25/09/2017;11:30;38,875
25/09/2017;12:00;38,875
25/09/2017;12:30;38,875
25/09/2017;13:00;39
25/09/2017;13:30;38,875
25/09/2017;14:00;38,875
25/09/2017;14:30;38,625
25/09/2017;15:00;38,875
25/09/2017;15:30;39,125
25/09/2017;16:00;39,25
25/09/2017;16:30;39,125
25/09/2017;17:00;39,25
25/09/2017;17:30;39
25/09/2017;18:00;39,125
25/09/2017;18:30;39,125
25/09/2017;19:00;36
25/09/2017;19:30;35,625
25/09/2017;20:00;35,125
25/09/2017;20:30;39,5
25/09/2017;21:00;38,375
25/09/2017;21:30;38
25/09/2017;22:00;35
25/09/2017;22:30;37,25
25/09/2017;23:00;39,5
25/09/2017;23:30;39,125
26/09/2017;00:00;0
26/09/2017;00:30;36,125
26/09/2017;01:00;34,5
26/09/2017;01:30;37,625
26/09/2017;02:00;36,5
26/09/2017;02:30;38,125
26/09/2017;03:00;38,75
26/09/2017;03:30;38,75
26/09/2017;04:00;38,375
26/09/2017;04:30;38,5
26/09/2017;05:00;38,75
26/09/2017;05:30;34,5
26/09/2017;06:00;38,25
26/09/2017;06:30;39,125
26/09/2017;07:00;38,875
26/09/2017;07:30;38,875
26/09/2017;08:00;38,875
26/09/2017;08:30;38,125
26/09/2017;09:00;38,875
26/09/2017;09:30;39
26/09/2017;10:00;38,75
26/09/2017;10:30;39
26/09/2017;11:00;39
26/09/2017;11:30;39,25
26/09/2017;12:00;39,25
26/09/2017;12:30;39,25
26/09/2017;13:00;39,125
26/09/2017;13:30;38,875
26/09/2017;14:00;39,125
26/09/2017;14:30;39,125
26/09/2017;15:00;39
26/09/2017;15:30;39,125
26/09/2017;16:00;39,25
26/09/2017;16:30;39,125
26/09/2017;17:00;39,25
26/09/2017;17:30;38,125
26/09/2017;18:00;39,125
26/09/2017;18:30;39,125
26/09/2017;19:00;35,125
26/09/2017;19:30;38,875
26/09/2017;20:00;36,625
26/09/2017;20:30;36,625
26/09/2017;21:00;39,125
26/09/2017;21:30;37,75
26/09/2017;22:00;39,375
26/09/2017;22:30;37,5
26/09/2017;23:00;37
26/09/2017;23:30;38,875
27/09/2017;00:00;0
27/09/2017;00:30;37,875
27/09/2017;01:00;38,625
27/09/2017;01:30;32,875
27/09/2017;02:00;37,125
27/09/2017;02:30;34,25
27/09/2017;03:00;34,625
27/09/2017;03:30;36,25
27/09/2017;04:00;38,375
27/09/2017;04:30;38,125
27/09/2017;05:00;37,625
27/09/2017;05:30;37,125
27/09/2017;06:00;38,5
27/09/2017;06:30;38,375
27/09/2017;07:00;38,625
27/09/2017;07:30;38,875
