27/07/2017;14:30;23.250
27/07/2017;15:00;25.375
27/07/2017;15:30;24.625
27/07/2017;16:00;29.000
27/07/2017;16:30;25.375
27/07/2017;17:00;38.125
27/07/2017;17:30;39.625
27/07/2017;18:00;39.500
27/07/2017;18:30;39.625
27/07/2017;19:00;39.500
27/07/2017;19:30;39.875
27/07/2017;20:00;40.000
27/07/2017;20:30;40.125
27/07/2017;21:00;40.250
27/07/2017;21:30;40.000
27/07/2017;22:00;40.000
27/07/2017;22:30;40.125
27/07/2017;23:00;40.250
27/07/2017;23:30;39.750
28/07/2017;00:00;39.750
28/07/2017;00:30;39.875
28/07/2017;01:00;39.625
28/07/2017;01:30;39.375
28/07/2017;02:00;39.500
28/07/2017;02:30;39.500
28/07/2017;03:00;39.250
28/07/2017;03:30;39.125
28/07/2017;04:00;39.125
28/07/2017;04:30;39.000
28/07/2017;05:00;39.000
28/07/2017;05:30;39.000
28/07/2017;06:00;38.875
28/07/2017;06:30;38.875
28/07/2017;07:00;39.000
28/07/2017;07:30;39.000
28/07/2017;08:00;39.000
28/07/2017;08:30;38.875
28/07/2017;09:00;39.250
28/07/2017;09:30;39.375
28/07/2017;10:00;39.500
28/07/2017;10:30;39.625
28/07/2017;11:00;39.500
28/07/2017;11:30;39.250
28/07/2017;12:00;39.250
28/07/2017;12:30;39.125
28/07/2017;13:00;39.250
28/07/2017;13:30;39.500
28/07/2017;14:00;39.375
28/07/2017;14:30;39.375
28/07/2017;15:00;39.500
28/07/2017;15:30;39.750
28/07/2017;16:00;39.625
28/07/2017;16:30;39.250
28/07/2017;17:00;39.125
28/07/2017;17:30;39.000
28/07/2017;18:00;39.000
28/07/2017;18:30;39.250
28/07/2017;19:00;39.125
28/07/2017;19:30;39.125
28/07/2017;20:00;39.250
28/07/2017;20:30;39.250
28/07/2017;21:00;39.750
28/07/2017;21:30;39.375
28/07/2017;22:00;39.250
28/07/2017;22:30;39.250
28/07/2017;23:00;39.250
28/07/2017;23:30;39.375
29/07/2017;00:00;39.250
29/07/2017;00:30;39.375
29/07/2017;01:00;39.375
29/07/2017;01:30;39.125
29/07/2017;02:00;39.375
29/07/2017;02:30;39.375
29/07/2017;03:00;39.500
29/07/2017;03:30;39.125
29/07/2017;04:00;39.000
29/07/2017;04:30;39.000
29/07/2017;05:00;39.250
29/07/2017;05:30;39.000
29/07/2017;06:00;38.875
29/07/2017;06:30;39.000
29/07/2017;07:00;39.000
29/07/2017;07:30;39.250
29/07/2017;08:00;39.250
29/07/2017;08:30;39.250
29/07/2017;09:00;39.250
29/07/2017;09:30;39.125
29/07/2017;10:00;39.000
29/07/2017;10:30;39.125
29/07/2017;11:00;39.125
29/07/2017;11:30;39.000
29/07/2017;12:00;39.125
29/07/2017;12:30;39.125
29/07/2017;13:00;39.125
29/07/2017;13:30;39.250
29/07/2017;14:00;39.375
29/07/2017;14:30;39.250
29/07/2017;15:00;39.500
29/07/2017;15:30;39.125
29/07/2017;16:00;39.375
29/07/2017;16:30;39.375
29/07/2017;17:00;39.250
29/07/2017;17:30;39.125
29/07/2017;18:00;39.125
29/07/2017;18:30;39.375
29/07/2017;19:00;39.625
29/07/2017;19:30;39.375
29/07/2017;20:00;39.375
29/07/2017;20:30;39.500
29/07/2017;21:00;39.375
29/07/2017;21:30;39.375
29/07/2017;22:00;39.375
29/07/2017;22:30;39.625
29/07/2017;23:00;39.375
29/07/2017;23:30;39.375
30/07/2017;00:00;39.375
30/07/2017;00:30;39.500
30/07/2017;01:00;39.250
30/07/2017;01:30;39.250
30/07/2017;02:00;39.125
30/07/2017;02:30;39.125
30/07/2017;03:00;39.000
30/07/2017;03:30;39.125
30/07/2017;04:00;39.125
30/07/2017;04:30;39.000
30/07/2017;05:00;39.250
30/07/2017;05:30;38.750
30/07/2017;06:00;38.625
30/07/2017;06:30;38.625
30/07/2017;07:00;38.750
30/07/2017;07:30;39.000
30/07/2017;08:00;24.000
30/07/2017;08:30;15.625
30/07/2017;09:00;15.875
30/07/2017;09:30;15.875
30/07/2017;10:00;15.875
30/07/2017;10:30;16.375
30/07/2017;11:00;16.375
30/07/2017;11:30;16.375
30/07/2017;12:00;16.625
30/07/2017;12:30;17.250
30/07/2017;13:00;17.875
30/07/2017;13:30;18.625
30/07/2017;14:00;18.750
30/07/2017;14:30;18.750
30/07/2017;15:00;18.875
30/07/2017;15:30;18.875
30/07/2017;16:00;19.000
30/07/2017;16:30;19.125
30/07/2017;17:00;20.750
30/07/2017;17:30;20.625
30/07/2017;18:00;22.625
30/07/2017;18:30;22.500
30/07/2017;19:00;21.875
30/07/2017;19:30;21.875
30/07/2017;20:00;21.750
30/07/2017;20:30;23.000
