15/09/2017;06:00;23,75
15/09/2017;06:30;19,875
15/09/2017;07:00;16,75
15/09/2017;07:30;16,625
15/09/2017;08:00;17,375
15/09/2017;08:30;18,5
15/09/2017;09:00;19,5
15/09/2017;09:30;20,75
15/09/2017;10:00;20,75
15/09/2017;10:30;39
15/09/2017;11:00;39,125
15/09/2017;11:30;38,75
15/09/2017;12:00;39
15/09/2017;12:30;39,125
15/09/2017;13:00;38,875
15/09/2017;13:30;38,875
15/09/2017;14:00;39,125
15/09/2017;14:30;39,125
15/09/2017;15:00;39,125
15/09/2017;15:30;38,875
15/09/2017;16:00;39
15/09/2017;16:30;39
15/09/2017;17:00;39,125
15/09/2017;17:30;39,125
15/09/2017;18:00;39
15/09/2017;18:30;39
15/09/2017;19:00;39,25
15/09/2017;19:30;39,375
15/09/2017;20:00;39,5
15/09/2017;20:30;39,125
15/09/2017;21:00;39,125
15/09/2017;21:30;39,125
15/09/2017;22:00;39,25
15/09/2017;22:30;39,125
15/09/2017;23:00;39,125
15/09/2017;23:30;39,25
16/09/2017;00:00;0
16/09/2017;00:30;38,875
16/09/2017;01:00;38,875
16/09/2017;01:30;39,125
16/09/2017;02:00;39,125
16/09/2017;02:30;39
16/09/2017;03:00;39
16/09/2017;03:30;39,125
16/09/2017;04:00;39,125
16/09/2017;04:30;39
16/09/2017;05:00;39
16/09/2017;05:30;39
16/09/2017;06:00;38,75
16/09/2017;06:30;38,75
16/09/2017;07:00;38,875
16/09/2017;07:30;38,75
16/09/2017;08:00;38,875
16/09/2017;08:30;38,75
16/09/2017;09:00;38,875
16/09/2017;09:30;38,875
16/09/2017;10:00;38,875
16/09/2017;10:30;38,875
16/09/2017;11:00;38,875
16/09/2017;11:30;38,75
16/09/2017;12:00;39
16/09/2017;12:30;39,25
16/09/2017;13:00;39
16/09/2017;13:30;39
16/09/2017;14:00;39,125
16/09/2017;14:30;39,125
16/09/2017;15:00;39
16/09/2017;15:30;39
16/09/2017;16:00;39,25
16/09/2017;16:30;39,5
16/09/2017;17:00;39,25
16/09/2017;17:30;39
16/09/2017;18:00;39
16/09/2017;18:30;39
16/09/2017;19:00;39,375
16/09/2017;19:30;39,5
16/09/2017;20:00;39
16/09/2017;20:30;39,125
16/09/2017;21:00;39,375
16/09/2017;21:30;39,375
16/09/2017;22:00;39,375
16/09/2017;22:30;38,875
16/09/2017;23:00;39
16/09/2017;23:30;39,125
17/09/2017;00:00;0
17/09/2017;00:30;38,875
17/09/2017;01:00;39,125
17/09/2017;01:30;38,75
17/09/2017;02:00;39
17/09/2017;02:30;39
17/09/2017;03:00;39,125
17/09/2017;03:30;39
17/09/2017;04:00;38,75
17/09/2017;04:30;39
17/09/2017;05:00;38,875
17/09/2017;05:30;38,875
17/09/2017;06:00;39
17/09/2017;06:30;39
17/09/2017;07:00;38,875
17/09/2017;07:30;38,75
17/09/2017;08:00;38,875
17/09/2017;08:30;38,875
17/09/2017;09:00;39
17/09/2017;09:30;39
17/09/2017;10:00;38,875
17/09/2017;10:30;38,75
17/09/2017;11:00;38,875
17/09/2017;11:30;38,875
17/09/2017;12:00;39
17/09/2017;12:30;39,25
17/09/2017;13:00;38,875
17/09/2017;13:30;38,875
17/09/2017;14:00;39,125
17/09/2017;14:30;39,125
17/09/2017;15:00;39,125
17/09/2017;15:30;38,875
17/09/2017;16:00;39
17/09/2017;16:30;39
17/09/2017;17:00;39,25
17/09/2017;17:30;39,125
17/09/2017;18:00;39
17/09/2017;18:30;39,125
17/09/2017;19:00;39,375
17/09/2017;19:30;39,375
17/09/2017;20:00;39
17/09/2017;20:30;39,25
17/09/2017;21:00;39,25
17/09/2017;21:30;39,25
17/09/2017;22:00;39,25
17/09/2017;22:30;39,25
17/09/2017;23:00;39
17/09/2017;23:30;39
18/09/2017;00:00;0
18/09/2017;00:30;38,875
18/09/2017;01:00;39
18/09/2017;01:30;39
18/09/2017;02:00;38,875
18/09/2017;02:30;39
18/09/2017;03:00;39
18/09/2017;03:30;38,875
18/09/2017;04:00;39
18/09/2017;04:30;39,125
18/09/2017;05:00;39,125
18/09/2017;05:30;39
18/09/2017;06:00;38,75
18/09/2017;06:30;39
18/09/2017;07:00;38,875
18/09/2017;07:30;38,875
18/09/2017;08:00;38,625
18/09/2017;08:30;38,75
18/09/2017;09:00;38,875
18/09/2017;09:30;39
18/09/2017;10:00;39
18/09/2017;10:30;39
18/09/2017;11:00;39
18/09/2017;11:30;39
18/09/2017;12:00;22,125
18/09/2017;12:30;23,25
18/09/2017;13:00;24,125
18/09/2017;13:30;24,625
18/09/2017;14:00;24,375
18/09/2017;14:30;28,25
18/09/2017;15:00;28,25
18/09/2017;15:30;27
18/09/2017;16:00;26,25
18/09/2017;16:30;29,125
18/09/2017;17:00;29,125
18/09/2017;17:30;28,625
18/09/2017;18:00;28,625
18/09/2017;18:30;28,75
18/09/2017;19:00;28,125
18/09/2017;19:30;27,75
18/09/2017;20:00;27,5
18/09/2017;20:30;27,375
18/09/2017;21:00;27,375
